website,category,phone,company_name,address,email
,Health-Clubs-Exercise-Programs,876-924-5409,Paramount Health Studio,Shop 17 Havendale Plaza Kingston 19 Jamaica,
http://www.sandwestfitness.com,Health-Clubs-Exercise-Programs,876-977-7176,Sand West Fitness Studio,Shop 8 26 Northside Plaza Kingston 6 Jamaica,info@sandwestfitness.com
http://www.bdo.com.jm,Chartered-Accountants,876-926-4421,BDO,28 Beechwood Ave Kingston 5 Jamaica,bdo@bdo.com.jm
,Chartered-Accountants,876-929-2198,Pearce Jarrett & Co,36 West Lake Ave Kingston 10 Jamaica,pearcejarrett@cwjamaica.com
,Health-Food-Stores,876-923-4704,Noel's Pharmacy & Vitamin Centre,1 McArthur Ave Kingston 11 Jamaica,mrs.beverley@gmail.com
http://www.fontanapharmacy.com,Health-Food-Stores,876-946-2630,Fontana Pharmacy,34 East Kings House Rd Kingston 6 Jamaica,contact@fontanapharmacy.com
,Real-Estate-Rental-Service,876-906-8241,Cal Property Investments,Unit 12 2B Rousseau Rd Kingston 5 Jamaica,info@calpropertyinvestments.com
,Real-Estate-Rental-Service,876-758-6736,Quality Rental & Sales Property Ltd,6-12 Newport Blvd Kingston 13 Jamaica,qualityrentalandsales@gmail.com
,Counter-Tops,876-963-0628,Cameron Industries Joinery Ltd,"Hatfield Grvl, Manchester, Jamaica",admin@cameronindustriesltd.com
,Counter-Tops,876-979-8620,Custom Marble & Design Ja Ltd,"Montego Freeport Montego Bay, St James Jamaica",custommarbleandgranite@gmail.com
,Health-Clubs-Exercise-Programs,876-749-6591,Greg's Xtreme Fitness Centre,"Shop 11 A Js Shopping Complex Spanish Town, St Catherine Jamaica",
,Health-Clubs-Exercise-Programs,876-986-9770,Fitness Zone,"Shop 29c Bargain Village Plaza May Pen, Clarendon Jamaica",
,Internet-Marketing-Advertising,1-888-4YELLOW,Yello Media Jamaica Ltd,48 Constant Spring Rd Kingston 10 Jamaica,
,Chartered-Accountants,876-960-3950,Holmes B D & Co,Suite 23 139 Maxfield Ave Kingston 10 Jamaica,fms_dpalmer@yahoo.com
http://www.gtjamaica.com,Chartered-Accountants,876-926-2597,Mair Russell Grant Thornton,3 Haughton Ave Kingston 10 Jamaica,mrgtkgn@gtjamaica.com
,Health-Food-Stores,876-978-9220,WorJen Medical Centre,Shop 14 Liguanea Post Mall Kingston 6 Jamaica,worjenmed@gmail.com
http://www.corefitja.itgdiet.com,Health-Food-Stores,876-632-1797,Core Fitness Studio,Unit 4 Sovereign North Kingston 6 Jamaica,
,Real-Estate-Rental-Service,876-849-5449,Real Estate Assets Disposal,"87 Constant Spring Kingston 10, Kingston Jamaica",
,Real-Estate-Rental-Service,876-948-9384,Southern Agency Real Estate,"31 South Camp Rd Kingston 4, Kingston Jamaica",southern.realestate864@gmail.com
http://www.exoticstonecreationsja.com,Counter-Tops,876-953-6171,Exotic Stone Creations Ltd,"Shop 2 Fairview Shopping Centre, Montego Bay, St James, Jamaica",exotstones@yahoo.com
,Counter-Tops,876-925-6473,Whitehall Fabricators (Ja) Ltd,104 Constant Spring Rd Kingston 8 Jamaica,whitehallfabricators@yahoo.com
,Health-Clubs-Exercise-Programs,876-961-3632,Ingleside Wellness & Recreation Centre,"Cnr Of Ingleside Dr & Badminton Terr Mandeville, Manchester Jamaica",inglewellness@hotmail.com
,Health-Clubs-Exercise-Programs,876-954-3795,Riddim Fitness Gym,"Shop 4 Florence Hall Business Centre, Falmouth, Trelawny, Jamaica",riddimfitness@gmail.com
http://www.yellomg.com,Internet-Marketing-Advertising,1-888-4YELLOW,Yello Media Jamaica Ltd,48 Constant Spring Rd Kingston 10 Jamaica,info@yellomg.com
,Internet-Marketing-Advertising,876-927-9583,Marketing Counselors Ltd The,15A Lady Musgrave Rd Kingston 5 Jamaica,admin@tmarkc.com
,Chartered-Accountants,876-946-1274,CrichtonMullings & Associates,1 Ardenne Rd Kingston 10 Jamaica,
,Chartered-Accountants,876-960-9065,Ashburn C Simon & Co,2a Woodglen Dr Kingston 10 Jamaica,acsco123@cwjamaica.com
,Health-Food-Stores,876-602-6025,Health Valley Wholistic Centre & Variety Store,"Shop 5 Angels Plaza Spanish Town, St Catherine Jamaica",
http://www.goherbalife.com/aa000,Health-Food-Stores,876-961-3102,Gordon Andria,"24c Caledonia Rd Mandeville, Manchester Jamaica",nodrog_32@yahoo.com
http://www.troytradersltd.net,Air-Conditioning-Contractors-Systems,876-754-1002,Troy Traders Ltd,11 Carvalho Dr Kingston 10 Jamaica,troytradersltd@gmail.com
,Counter-Tops,876-925-3861,Home International Ltd,104 Constant Spring Rd Kingston 8 Jamaica,homeintl@flowja.com
,Counter-Tops,876-931-8087,Jamaica Marble Products Ltd,5 Saxthorpe Ave Kingston 8 Jamaica,interbond@cwjamaica.com
,Health-Clubs-Exercise-Programs,876-968-8238,Intekai,12 Colliston Dr Kingston 10 Jamaica,
,Health-Clubs-Exercise-Programs,876-906-0868,Firm Fitness Club,"Shop 62, 3rd Floor Winchester Business Centre, Kingston 10, Jamaica",firmfitnessclub@yahoo.com
http://www.igdjamaica.com,Internet-Marketing-Advertising,876-924-7153,Virtual Mall Jamaica,90B Red Hills Rd Kingston 10 Jamaica,contact@virtualmalljamaica.com
,Internet-Marketing-Advertising,876-288-9858,Negrilentertainment.com,"Lot 12 Whitehall, Negril, Westmoreland Jamaica",
http://www.crowehorwath.com.jm,Chartered-Accountants,876-926-3562,Crowe Horwath,"Oxford House, 6 Oxford Rd Kingston 5 Jamaica",info@crowehorwath.com.jm
,Chartered-Accountants,876-754-3562,Smith & Associates,Suite 4 16 Hope Rd Kingston 10 Jamaica,
http://www.fontanapharmacy.com,Health-Food-Stores,876-962-3129,Fontana Pharmacy,"Manchester Shopping Centre, Mandeville, Manchester, Jamaica",contact@fontanapharmacy.com
http://www.tropicalaircon.com,Air-Conditioning-Contractors-Systems,876-926-8800,Tropical Air Conditioning & Refrigeration Co Ltd,56A Studio One Blvd Kingston 5 Jamaica,tropicool@flowja.com
http://www.grlja.com,Air-Conditioning-Contractors-Systems,876-923-6521,Geddes Refrigeration Ltd,226 Spanish Town Rd Kingston 11 Jamaica,geddes@cwjamaica.com
,Counter-Tops,876-962-3997,Supreme International Ltd,"16 Nashville Sub-Div Mandeville, Manchester Jamaica",jamaica.supreme@yahoo.com
,Health-Clubs-Exercise-Programs,876-940-3953,Champions Image Ltd,"19 Federal Ave Montego Bay, St James Jamaica",champions_image@yahoo.com
,Health-Clubs-Exercise-Programs,876-924-7491,In Motion Dance and Fitness,77 Shortwood Rd Kingston 8 Jamaica,
http://www.claja.com,Internet-Marketing-Advertising,876-878-4182,Clajacom Limited,"3 Bananawalk, West End Negril, Westmoreland Jamaica",support@claja.com
,Internet-Marketing-Advertising,876-906-2673,Coresystems,48 Constant Spring Rd Kingston 10 Jamaica,
,Chartered-Accountants,876-929-6362,Charvic Accounting Enterprises Ltd,13 Richmond Cres Kingston 10 Jamaica,charvicacc@gmail.com
,Chartered-Accountants,876-926-6310,Lee Clarke Chang,9 Cargill Ave Kingston 10 Jamaica,leeclarke@cwjamaica.com
http://www.carlisaonline.com,Air-Conditioning-Contractors-Systems,876-920-9662,Carlisa Enterprises Ltd,14 1/4 Retirement Rd Kingston 5 Jamaica,
http://www.harpersairconditioning.com,Air-Conditioning-Contractors-Systems,876-925-4613,Harper's Air-Conditioning & Refrigeration Ltd,35 Cassia Park Rd Kingston 10 Jamaica,harpersair@hotmail.com
,Health-Clubs-Exercise-Programs,876-816-1726,Personal Training,Grass Quit Glade Kingston Jamaica,
http://www.Convergedmedia.co,Internet-Marketing-Advertising,876-633-1416,Converged Media,Shop 3 38A Trafalgar Rd Kingston 10 Jamaica,info@socialmediajamaica.com
http://www.panmedia.com.jm,Internet-Marketing-Advertising,876-927-3266,Panmedia Ltd,2 Windsor Ave Kingston 5 Jamaica,info@panmedia.com.jm
,Chartered-Accountants,876-754-8832,Millen & Associates,"9 Cecelio Ave, Kingston 10, Jamaica",millenandassociates@gmail.com
http://www.bakertilly.com.jm,Chartered-Accountants,876-906-1658,Baker Tilly Strachan Lafayette,14 Ruthven Rd Kingston 10 Jamaica,admin@bakertilly.com.jm
,Air-Conditioning-Contractors-Systems,876-926-6293,Rayton Electric Commercial Equipment Ltd,16 Red Hills Rd Kingston 10 Jamaica,
,Air-Conditioning-Contractors-Systems,876-968-0804,Comfortair Eng Ltd,Suite 22 139 Maxfield Ave Kingston 10 Jamaica,comair@cwjamaica.com
,Internet-Marketing-Advertising,876-920-3752,Internet Management,Unit 8 22D Old Hope Rd Kingston 5 Jamaica,ceo@jamaicamarketplace.com
,Internet-Marketing-Advertising,(876) 287-5147,4 Corners Alliance Group Ltd,St. Andrew Jamaica,
,Chartered-Accountants,876-920-0425,Johnson Laura & Associates,27 Parkington Plaza Kingston 10 Jamaica,laurafayjohnson@yahoo.com
,Chartered-Accountants,876-960-0448,Bernard L O & Associates,39B Hagley Park Rd Kingston 10 Jamaica,
,Upholsters,876-906-9484,Edwards Upholstering Ltd,24 1/2 Courtney Walsh Dr Kingston 10 Jamaica,edwardsupholsteringltd@gmail.com
,Air-Conditioning-Contractors-Systems,876-960-6256,Ucan Engineering Ltd,18 Westminster Rd Kingston 10 Jamaica,ucanengltd@gmail.com
http://www.cesjm.com,Air-Conditioning-Contractors-Systems,876-926-2935,Computer Environmental Solutions Ltd,8 Devon Rd Kingston 10 Jamaica,sales@cesjm.com
,Internet-Marketing-Advertising,876-485-8862,Afinity Web Solution,"Kingston, Jamaica",
http://www.bsocialja.com,Internet-Marketing-Advertising,876-850-9132,Bsocial,"37 E - G Ken Hill Drive, Kingston Jamaica",clientservices@brittonhosting.com
,Chartered-Accountants,876-929-5960,Bailey Pamela E & Associates,27 Parkington Plaza Kingston 10 Jamaica,pbaileydam@gmail.com
,Chartered-Accountants,876-929-7662,Barrett & Company,15 Carlton Cres Kingston 10 Jamaica,
,Upholsters,876-925-8231,I Am Upholstering Enterprise,18 Wickham Dr Kingston 8 Jamaica,
,Upholsters,876-925-7949,S B Furnishing Ltd,138 Constant Spring Rd Kingston 8 Jamaica,
,Air-Conditioning-Contractors-Systems,876-906-8794,Budget Refrigeration & Air Conditioning Services Ltd,35c Constant Spring Rd Kingston 10 Jamaica,budgetrefrigerationservices@gmail.com
,Air-Conditioning-Contractors-Systems,876-754-8367,Temperature Rite Ltd,42 3/4 Beechwood Ave Kingston 5 Jamaica,temprite2006@yahoo.com
,Internet-Marketing-Advertising,876-327-0768,DizzyBranch,"Kingston, Jamaica",
,Internet-Marketing-Advertising,876-578-7809,Jamaican Lifestyle.com,"Kingston, Jamaica",
,Chartered-Accountants,876-984-2863,D L Mas Ltd,"58 Young St Spanish Town, St Catherine Jamaica",lasdav@cwjamaica.com
,Upholsters,876-961-0204,Barrett Dervon,"11 Villa Rd Mandeville, Manchester Jamaica",dervondill@hotmail.com
,Upholsters,876-952-5907,Alvin Upholstery & Supplies,"95 Barnett St Montego Bay, St James Jamaica",
,Upholsters,876-933-4030,Arch Upholstering Ltd,101 Duhaney Dr Kingston 20 Jamaica,
http://www.coldairja.com,Air-Conditioning-Contractors-Systems,876-755-2802,Cold Air Refrigeration And Kitchen Maintenance Ltd.,43a Cairncurran Ave Kingston 20 Jamaica,repairs@coldairja.com
http://www.tandtautocooler.com,Air-Conditioning-Contractors-Systems,876-968-3723,T & T Auto Cooler Ltd,8 Ripon Rd Kingston 5 Jamaica,tandtautocoolerltd@yahoo.com
,Internet-Marketing-Advertising,876-926-1455,Mi Group Jamaica,"Kingston, Jamaica",
,Internet-Marketing-Advertising,876-872-3566,Negril Directory,Westmoreland Jamaica,
http://www.donaldwitterlimited.com,Air-Conditioning-Contractors-Systems,876-906-4516,Donald Witter Ltd,14 Ruthven Rd Kingston 10 Jamaica,dwltd@cwjamaica.com
http://http://www.dan-airsystemsltd.com/,Air-Conditioning-Contractors-Systems,876-926-1078,Dan-Air Systems Ltd,14 Lyndhurst Rd Kingston 5 Jamaica,danairc@yahoo.com
http://www.barnabyengineering.com,Testing-Apparatus,876-929-6111,Barnaby Eng & Testing Services Ltd,27 Queens Ave Kingston 10 Jamaica,info@barnabyengineering.com
,Internet-Marketing-Advertising,876-312-8250,Oceanroc Web Consulting,"Royal View Mandeville, Manchester Jamaica",
,Internet-Marketing-Advertising,876-856-1664,steptoriches.auctions3c.com,"Kingston, Jamaica",
http://www.cac2000ltd.com,Air-Conditioning-Contractors-Systems,876-656-9200,C A C 2000 Ltd,231 Marcus Garvey Dr Kingston 11 Jamaica,sales@cac2000ltd.com
,Air-Conditioning-Contractors-Systems,876-929-0779,Air-Temp Refrigeration & Air Conditioning Service Ltd,Shop 1F 1a Central Rd Kingston 10 Jamaica,airtemprefrigeration15@gmail.com
,Testing-Apparatus,876-968-6311,Stone's Motor Rewind Service,33 Queens Av Kingston 10 Jamaica,stonesrewind1@cwjamaica.com
,Testing-Apparatus,876-929-7673,Hi-Tech M D R L Ltd,139 Maxfield Ave Kingston 10 Jamaica,hitechmdrl@gmail.com
http://www.arelltd.com,Air-Conditioning-Contractors-Systems,876-926-3340,Arel Ltd,2 Piccadilly Rd Kingston 5 Jamaica,info@arelltd.com
,Air-Conditioning-Contractors-Systems,876-960-8567,Progressive Air Conditioning Ltd,38 Lyndhurst Rd Kingston 5 Jamaica,
http://www.japremix.com,Testing-Apparatus,876-926-3420,Jamaica Pre-Mix Concrete Ltd,31 Molynes Rd Kingston 10 Jamaica,info@japremix.com
,Air-Conditioning-Contractors-Systems,876-926-5863,Denn Dock & Co Ltd,37 Lyndhurst Rd Kingston 5 Jamaica,dendoco@cwjamaica.com
,Pet-Shops,876-968-3991,Hobby Hut,Shop 3 The Springs Kingston 10 Jamaica,hobbyhut@yahoo.com
http://www.opticalsolutionsjamaica.com,Testing-Apparatus,876-906-2365,Optical Solutions International Ltd,Shop 26 Pavillion Mall Kingston 10 Jamaica,optical_solutions1@yahoo.com
http://www.jamagg.com,Testing-Apparatus,876-926-3420,Jamaica Aggregates Ltd,31 Molynes Rd Kingston 10 Jamaica,info@jamagg.com
,Pet-Shops,876-908-4583,Hobby Hut,49 Constant Spring Rd Kingston 10 Jamaica,hobbyhut@yahoo.com
,Pet-Shops,876-765-2882,Born Free Pet Center,Shop 22 Boulevard Super Cen Kingston 20 Jamaica,Bornfreepetcenter@gmail.com
http://www.caribbeanheart.com,Testing-Apparatus,876-906-2105,Heart Institute Of The Caribbean Ltd,23 Balmoral Ave Kingston 10 Jamaica,info@caribbeanheart.com
http://www.cmlabsja.com,Testing-Apparatus,876-908-2861,Central Medical Laboratories Ltd,Suite 23 30 Dominica Drive Kingston 5 Jamaica,info@cmlabsja.com
http://www.noahsarkja.com,Pet-Shops,876-927-6624,Pet Lifeboat The,72A Hope Rd Kingston 6 Jamaica,noahsark@cwjamaica.com
,Pet-Shops,876-969-5184,Super Pet & Garden Centre Ltd,128 Constant Spring Rd Kingston 8 Jamaica,
http://www.opticalzonejamaica.com,Testing-Apparatus,876-929-8656,Optical Zone The,Shop 14 York Plaza Kingston 10 Jamaica,
http://www.dennisautomotiveja.com,Testing-Apparatus,876-929-6271,Dennis Automotive Ltd,20 Kew Rd Kingston 10 Jamaica,dennisauto20@hotmail.com
http://www.birdandpet.com,Pet-Shops,876-952-0281,Exotic Birds & Pets Ltd,"12 St James St Montego Bay, St James Jamaica",info@birdandpet.com
http://www.bulkbarndogfood.com,Pet-Shops,876-971-3129,Bulk Barn Dog Food,"21 Humber Ave Montego Bay, St James Jamaica",bulkbarn@hotmail.com
http://www.apsja.com,Testing-Apparatus,876-926-2053,Alternative Power Sources Jamaica Ltd,4 Strathairn Ave Kingston 10 Jamaica,customercare@apsja.com
http://www.cmlabsja.com,Testing-Apparatus,876-625-2312,Central Medical Laboratories Ltd,Shop 15 11 Caledonia Rd,info@cmlabsja.com
,Pet-Shops,876-969-8802,Stay Pawsitive,110A Constant Spring Rd Kingston 10 Jamaica,
,Pet-Shops,876-702-2490,Hobby Hut,151 Old Hope Rd Kingston 6 Jamaica,hobbyhut@yahoo.com
http://www.cmlabsja.com,Testing-Apparatus,876-926-8022,Central Medical Laboratories Ltd,6 Caledonia Ave Kingston 5 Jamaica,info@cmlabsja.com
http://www.powertechjamaica.com,Testing-Apparatus,876-908-0196,PowerTech,67 C Spring Rd Kingston 10 Jamaica,info@powertechjamaica.com
,Pet-Shops,876-927-7387,Next To Nature Pets and Plant Ltd,98 Old Hope Rd Kingston 7 Jamaica,nexttonaturepetsandplants@gmail.com
http://www.cornwallgardencenter.org,Pet-Shops,876-952-6481,Cornwall Garden Center Pets & More,"105 Barnett St Montego Bay, St James Jamaica",
http://www.rdldistributors.com,Testing-Apparatus,876-906-4312,RDL Distributors,Unit 14 42 3/4 Beechwood Ave Kingston 5 Jamaica,info@rdldistributors.com
http://www.theheartandvascularcentre.com,Testing-Apparatus,876-908-1095,Heart & Vascular Centre The,70 Half Way Tree Rd Kingston 10 Jamaica,info@theheartandvascularcentre.com
,Pet-Shops,876-883-0797,Fabulous Pets,"21 King St,Linstead, St. Catherine, Jamaica",
,Testing-Apparatus,876-929-5034,Winchester Laboratories Services,3A Winchester Rd Kingston 10 Jamaica,winchesterlaboratory@gmail.com
http://www.jamaicapackaging.com,Testing-Apparatus,876-923-7031,Jamaica Packaging Industries Ltd,16 Ashenheim Rd Kingston 11 Jamaica,sales@jamaicapackaging.com
,Floor-Laying-Refinishing-Resurfacing-Restoration,876-969-9628,Berkenson Flooring Installation Ltd,24 Dunrobin Ave Kingston 10 Jamaica,berkenson@cwjamaica.com
,Testing-Apparatus,876-929-4277,Radiator Services Ltd,24 Grove Rd Kingston 10 Jamaica,radmac@flowja.com
,Testing-Apparatus,876-929-7040,Wynter's Auto Spares & Repairs Ltd,"106 Maxfield Ave, Kingston 13, Jamaica",wynters_arp@hotmail.com
,Floor-Laying-Refinishing-Resurfacing-Restoration,876-906-1278,Quality Flooring & Hardware,24 Half Way Tree Rd Kingston 5 Jamaica,qflooring@ymail.com
http://www.dougalljamaica.com,Floor-Laying-Refinishing-Resurfacing-Restoration,876-929-8769,Dougall Flooring Ltd,Shop 1B Dragon Centre Plaza 6 South Ave Kingston 10 Jamaica,dougallshowroom@flowja.com
http://www.floorsunlimitedja.com,Floor-Laying-Refinishing-Resurfacing-Restoration,876-937-4504,Floors Unlimited Ltd,2 Verbena Ave Kingston 11 Jamaica,
http://www.dougalljamaica.com,Floor-Laying-Refinishing-Resurfacing-Restoration,876-923-8616,Dougall Flooring Ltd,110A Bay Farm Rd Kingston 11 Jamaica,dougallshowroom@flowja.com
http://www.paramountjm.com,Floor-Laying-Refinishing-Resurfacing-Restoration,876-923-9040,Paramount Trading (Ja) Ltd,8 East Bell Rd Kingston 11 Jamaica,paramount@cwjamaica.com
,Floor-Laying-Refinishing-Resurfacing-Restoration,876-622-3719,Elegant Flooring,Washington Gardens Kingston 20 Jamaica,elegantflooring@flowja.com
,Floor-Laying-Refinishing-Resurfacing-Restoration,757-7738,Barnes Flooring,8 Berwick Rd Kingston 13 Jamaica,
,Floor-Laying-Refinishing-Resurfacing-Restoration,876-610-6689,Duffus Flooring,"Frazer Content, Spanish Town, St Catherine, Jamaica",duffusflooring@gmail.com
,Balancing-Service,876-965-5093,Kris Auto Computerized Wheel Alignment Balancing & Skimming Services,"Shop 1 Seljan, Plaza Junction, Jamaica",
http://www.jamaicaultimtetyreco.com,Balancing-Service,876-960-2705,Jamaica Ultimate Tyre Co Ltd,"104 Maxfield Ave, Kingston 13, Jamaica",jaultimate1@gmail.com
http://www.alcorwindows.com,Windows,876-925-9869,Alcor Windows & Doors,12 Shortwood Rd Kingston 8 Jamaica,sales@alcorwindows.com
http://www.jamaicaultimtetyreco.com,Balancing-Service,876-960-2705,Jamaica Ultimate Tyre Co Ltd,"104 Maxfield Ave, Kingston 13, Jamaica",jaultimate1@gmail.com
,Balancing-Service,876-755-2244,Tyre Zone Auto Parts,2 Bronstroph Sq Kingston 20 Jamaica,tyrezoneautoparts@yahoo.com
http://www.activehomecentre.com,Windows,876-755-0027,Active Home Centre,84 Constant Spring Rd Kingston 10 Jamaica,roxanne.miller@activetradersltd.com
http://www.sunlightwindowsdoors.com,Windows,876-933-6469,Sunlight Windows & Doors Ltd,"284 Spanish Town Rd, Kingston 11, Jamaica",sunlightwindows@cwjamaica.com
http://www.floorsunlimitedja.com,Floor-Cleaning-Finishing,876-937-4504,Floors Unlimited Ltd,2 Verbena Ave Kingston 11 Jamaica,
,Balancing-Service,876-960-6531,United Petroleum (Ja) Ltd,46 Lyndhurst Rd Kingston 5 Jamaica,unipet@cwjamaica.com
,Balancing-Service,876-960-8750,Stuttgart Auto Repairs,18 Studio One Blvd Kingston 5 Jamaica,stuttgart-auto_@yahoo.com
http://www.homeandthingsja.com,Windows,876-906-0419,Home & Things Ltd,17 Old Hope Rd Kingston 5 Jamaica,khalil@homeandthingsja.com
http://www.homeandthingsja.com,Windows,876-969-8453,Home & Things Ltd,68 1/2-70 Constant Spring Rd Kingston 10 Jamaica,khalil@homeandthingsja.com
,Balancing-Service,876-758-0830,Superior Parts Ltd,"88 Hagley Park Rd, Kingston 10, Jamaica",
,Balancing-Service,876-928-8556,Advanced Alignment & Accessories,14A South Camp Road Kingston 4 Jamaica,avancealignment@hotmail.com
http://www.orizonindustry.com,Windows,876-929-3576,Orizon Industry Co Ltd,35 Molynes Rd Kingston 10 Jamaica,orizon.ltd.jm@gmail.com
http://www.architecturalwindowsdoors.com,Windows,876-924-6089,Architectural Windows & Doors Ltd,34-36 Shortwood Rd Kingston 8 Jamaica,awdlimited@yahoo.com
,Balancing-Service,876-929-1803,HEART College Of Beauty Services (HCBS),10 Hope Rd Kingston 10 Jamaica,
,Balancing-Service,876-968-5553,United Petroleum (Ja) Ltd,"Head Office, 50 Lyndhurst Rd Kingston 5 Jamaica",unipet@cwjamaica.com
,Windows,876-923-5515,Exquisite Windows & More,"3 Cassia Park Rd, Kingston 10, Jamaica",
,Windows,876-754-9956,Modern Windows & Roof Manufacturing Co Ltd,"58 1/2 Hagley Park Rd, Kingston 10, Jamaica",mdrn_windows@yahoo.com
,Balancing-Service,876-926-5656,JAGAS Auto Clinic,87 Maxfield Ave Kingston 13 Jamaica,
,Balancing-Service,876-926-8337,M A C K Ltd,20 Osbourne Rd Kingston 10 Jamaica,mack@macklimited.com
,Burglar-Alarm-Systems,876-925-3570,Sitewatch Electronic Security Ltd,Unit 5 24 Dunrobin Ave Kingston 10 Jamaica,
,Windows,876-926-7067,Win-Doors Ltd,17 Hagley Pk Rd Kingston 10 Jamaica,windoorslimited@yahoo.com
,Windows,876-968-6279,Windows Ltd,18 1/2 Lyndhurst Rd Kingston 5 Jamaica,windows73@cwjamaica.com
,Balancing-Service,876-926-6639,Salon 10,10 Hope Rd Kingston 10 Jamaica,
,Balancing-Service,876-969-5149,Tyre Express,8 Dunrobin Ave Kingston 10 Jamaica,tyreexpressja@gmail.com
,Burglar-Alarm-Systems,876-907-3742,Shalk Electronic Security Ltd,"3 Hampton Dr Spanish Town, St Catherine Jamaica",
,Burglar-Alarm-Systems,876-926-0116,KingAlarm Systems,1 Caledonia Ave Kingston 5 Jamaica,
,Windows,876-920-2000,A-Crew,"Cinema Lands, New Kingston, Jamaica",acrewjamaica@yahoo.com
http://www.ajdraughtingassociates.com,Windows,876-970-0788,A.J. Draughting Associates Ltd,"22B Old Hope Rd, Kingston 5, Jamaica",ajdraught@gmail.com
http://www.fujitsu.com,Balancing-Service,876-926-7567,Fujitsu Caribbean (Jamaica) Ltd,18 Belmont Rd Kingston 5 Jamaica,
http://www.continentalgarage.com,Balancing-Service,876-926-2278,Continental Garage Ltd,8 Lismore Ave Kingston 5 Jamaica,service@continentalgarage.com
,Baby-Products-Accessories,876-946-2630,Fontana Pharmacy,34 East Kings House Rd Kingston 6 Jamaica,
,Burglar-Alarm-Systems,876-926-HAWK,Hawkeye Electronic Security Ltd,14 Belmont Rd Kingston 5 Jamaica,
http://www.techplusjm.com,Burglar-Alarm-Systems,876-926-6997,Technology Plus Co Ltd,8 Balmoral Ave Kingston 10 Jamaica,techplus@cwjamaica.com
http://www.atlantichardware.com,Windows,876-758-0266,Atlantic Hardware & Plumbing Co Ltd,7A Ashenheim Rd Kingston 11 Jamaica,atlantichdw@cwjamaica.com
,Windows,876-926-1670,Skyjam Building Services Ltd,2A Caledonia Cres Kingston 5 Jamaica,
,Balancing-Service,876-970-1095,Advance Performance Parts,2 Barbican Rd Kingston 6 Jamaica,
,Balancing-Service,876-972-9110,Lee-Sin's Tyre & Service Centre,"Lot 60 Windsor Rd St. Anns Bay, St Ann Jamaica",
,Baby-Products-Accessories,876-908-2229,Babybop Kids,Tropical Plaza Kingston 10 Jamaica,
,Baby-Products-Accessories,876-968-1108,Answers For Children,Shop 22 Tropical Plaza Kingston 10 Jamaica,theanswerscorporation@gmail.com
,Hospital-Equipment-Supplies,876-920-1727,Rehab Plus,12 Tangerine Place Kingston 10 Jamaica,
http://www.atlasprotectiongroup.com,Burglar-Alarm-Systems,876-926-7931,Atlas Electronic Security Systems,9 & 15 Trevennion Rd Kingston 5 Jamaica,atlas@atlasprotection.com
http://www.kingalarmjamaica.com,Burglar-Alarm-Systems,876-926-0116,KingAlarm Systems,1 Caledonia Ave Kingston 5 Jamaica,info@kingalarmjamaica.com
,Windows,876-928-0889,Highway Hardware & Plumbing Ltd,62C Windward Rd Kingston 2 Jamaica,highwayhardwareja@yahoo.com
http://www.sunlightwindowsanddoors.com,Windows,876-933-6469,Sunlight Windows & Doors Ltd,"284 Spanish Town Rd, Kingston 11, Jamaica",sunlightwindows@cwjamaica.com
,Balancing-Service,876-970-1095,A C E Auto Centre,2 Barbican Rd Kingston 6 Jamaica,
,Balancing-Service,876-746-6590,Lemic Auto Parts,"Lot C150 Grange Ln Portmore, St Catherine Jamaica",
http://www.babybopstore.com,Baby-Products-Accessories,876-908-2229,Babybop Kids,Tropical Plaza Kingston 10 Jamaica,babybopstore2@gmail.com
http://www.childsplayja.com,Baby-Products-Accessories,876-926-0114,Child's Play,Shops 15-17 20 Constant Spring Rd Kingston 10 Jamaica,cplay@cwjamaica.com
http://www.medicallinkltd.com,Hospital-Equipment-Supplies,876-926-7541,Medical Link Ltd,14A Cargill Ave Kingston 10 Jamaica,medicallink@cwjamaica.com
http://www.hosp.com,Hospital-Equipment-Supplies,876-929-2850,Jamaica Hospital Supplies,"66 1/2 Half Way Tree Rd, Kingston 10, Jamaica",info@jamhosp.com
http://www.kingalarmjamaica.com,Burglar-Alarm-Systems,876-926-0116,KingAlarm Systems,1 Caledonia Ave Kingston 5 Jamaica,info@kingalarmjamaica.com
http://www.atlasprotectiongroup.com,Burglar-Alarm-Systems,876-926-7931,Atlas Electronic Security Systems,9 & 15 Trevennion Rd Kingston 5 Jamaica,atlas@atlasprotection.com
,Windows,876-988-4958,M&J Aluminum Windows & Doors,"8 Independence City Portmore, St Catherine Jamaica",mjwindoors@gmail.com
,Windows,876-745-2415,Architectural Windows & Doors Ltd,7 West St Old Harbour St Catherine Jamaica,awdlimited@yahoo.com
,Baby-Products-Accessories,876-920-1769,Mother's Love,11 Cranbourne Ave Kingston 10 Jamaica,motherslove.co@gmail.com
http://www.simplyhalalonline.com,Baby-Products-Accessories,876-908-0328,Simply Halal Co Ltd,Unit 5 20 Phoenix Ave Kingston 10 Jamaica,simplyhalaljm@gmail.com
,Hospital-Equipment-Supplies,876-920-1727,Rehab Plus,12 Tangerine Place Kingston 10 Jamaica,info@rehabplusja.com
,Hospital-Equipment-Supplies,876-920-1727,Rehab Plus,12 Tangerine Place Kingston 10 Jamaica,info@rehabplusja.com
